scrape_date,name,brand,category,country,currency,price,price_eur,bottle_size_ml,price_per_ml,amazon_rating,amazon_reviews,availability,amazon_url,fragrantica_url,year,rating,votes,gender,fragrance_family,main_accords,perfumers,top_notes,middle_notes,base_notes,votes_love,votes_like,votes_ok,votes_dislike,votes_hate,season_spring,season_summer,season_fall,season_winter,wear_day,wear_night,brand_origin,sentiment_polarisation,crowd_pleaser_index,season_dominant,note_count,years_on_market,gender_id,brand_origin_id,fam_,fam_aromatic,fam_aromatic_aquatic,fam_aromatic_fougere,fam_aromatic_fruity,fam_aromatic_spicy,fam_chypre_fruity,fam_floral,fam_floral_aldehyde,fam_floral_fruity,fam_oriental,fam_oriental_floral,fam_oriental_fougere,fam_oriental_spicy,fam_oriental_vanilla,fam_oriental_woody,fam_woody_aquatic,fam_woody_aromatic,fam_woody_floral_musk,fam_woody_spicy,price_per_ml_scaled,votes_scaled
2026-04-14,Silver Mountain Water,Creed,designer,UAE,AED,1700.0,396.18,100.0,3.9618,4.5,,in_stock,https://www.amazon.ae/s?k=Creed+Silver+Mountain+Water+100ml,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,,4.16,10431,unisex,Aromatic,"citrus, green, fruity, musky, woody, aromatic, powdery, fresh spicy, fresh, floral","Perfumers, Perfumers, Olivier Creed, Pierre Bourdon","Bergamot, Mandarin Orange","Green Tea, Black Currant","Musk, Sandalwood, Petitgrain, Galbanum",5000,3400,987,918,158,4600.0,4600.0,1600.0,990.0,4600.0,1200.0,niche,0.4627735831023607,0.8028290165344547,spring,8,,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850403120288103,0.2994506284695257
2026-04-14,Green Irish Tweed,Creed,designer,UAE,AED,2244.0,522.96,100.0,5.2296,3.3,,in_stock,https://www.amazon.ae/s?k=Creed+Green+Irish+Tweed+100ml,https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,,4.3,11635,male,Woody Floral Musk,"ozonic, aquatic, iris, powdery, woody, amber, animalic, violet, balsamic, green","Perfumers, Perfumers, Olivier Creed, Pierre Bourdon","Iris, Vervain",Violet Leaf,"Ambergris, Sandalwood",6700,3100,764,973,171,5800.0,4800.0,3500.0,1400.0,5500.0,2400.0,niche,0.55765288691493,0.8370345063204646,spring,5,,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6430235890789915,0.33408116892455486
2026-04-14,Millesime Imperial,Creed,designer,UAE,AED,1214.0,282.92,50.0,5.6584,4.3,,in_stock,https://www.amazon.ae/s?k=Creed+Millesime+Imperial+100ml,https://www.fragrantica.com/perfume/Creed/Millesime-Imperial-466.html,,4.23,7077,unisex,Woody Floral Musk,"marine, citrus, salty, fruity, aromatic, powdery, musky, sweet, woody, iris","Perfumers, Perfumers, Olivier Creed, Pierre Bourdon","Sea Salt, Fruity Notes","Sicilian Lemon, Bergamot, Iris, Mandarin Orange","Sea Notes, Musk, Woody Notes",3600,2200,553,592,81,2700.0,3400.0,874.0,361.0,3200.0,944.0,niche,0.5008539709649872,0.8255052661542841,summer,9,,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6964572767261897,0.20297983720194437
2026-04-14,Wind Flowers,Creed,designer,UAE,AED,30.75,7.17,100.0,0.0717,,,in_stock,https://www.amazon.ae/s?k=Creed+Wind+Flowers+75ml,https://www.fragrantica.com/perfume/Creed/Wind-Flowers-70182.html,,3.61,1017,female,Floral,"white floral, sweet, powdery, musky, tuberose, rose, woody, iris, animalic, fruity","Perfumers, Perfumers, Olivier Creed","Jasmine, Orange Blossom, Peach","Jasmine Sambac, Tuberose, Rose","Musk, Orange Blossom, Praline, Iris, Sandalwood",317,278,201,153,68,350.0,271.0,174.0,100.0,332.0,133.0,niche,0.2448377581120944,0.5850540806293019,spring,10,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002866079328091315,0.02867661863261138
2026-04-14,Le Male,Jean Paul Gaultier,designer,UAE,AED,419.0,97.65,100.0,0.9765,4.7,,in_stock,https://www.amazon.ae/s?k=Jean+Paul+Gaultier+Le+Male+125ml,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-430.html,,4.0,24153,female,Oriental Fougere,"aromatic, vanilla, fresh spicy, lavender, warm spicy, green, powdery, sweet, amber, woody","Perfumers, Perfumers, Francis Kurkdjian","Lavender, Mint, Cardamom, Bergamot, Artemisia","Cinnamon, Orange Blossom, Caraway","Vanilla, Tonka Bean, Amber, Sandalwood, Cedar",9800,8800,1900,3200,458,8500.0,5600.0,9400.0,9600.0,9100.0,9500.0,designer,0.38670419736733175,0.7699312857024588,winter,13,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130356764570275,0.6941352431903817
2026-04-14,Ultra Male,Jean Paul Gaultier,designer,UAE,AED,614.0,143.09,125.0,1.1447,4.3,,in_stock,https://www.amazon.ae/s?k=Jean+Paul+Gaultier+Ultra+Male+125ml,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Ultra-Male-30947.html,,4.45,16731,male,Oriental Fougere,"vanilla, fruity, aromatic, sweet, cinnamon, warm spicy, fresh spicy, lavender, powdery, green","Perfumers, Perfumers, Francis Kurkdjian","Pear, Lavender, Mint, Bergamot, Lemon","Cinnamon, Clary Sage, Caraway","Black Vanilla Husk, Amber, Patchouli, Cedar",10700,4100,828,871,202,5600.0,2700.0,9200.0,10400.0,4000.0,10400.0,designer,0.6285851146637926,0.8861744805700258,winter,12,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133995439195504,0.48065694480398075
2026-04-14,Le Male Le Parfum,Jean Paul Gaultier,designer,UAE,AED,614.0,143.09,125.0,1.1447,4.3,,in_stock,https://www.amazon.ae/s?k=Jean+Paul+Gaultier+Le+Male+Le+Parfum+125ml,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,,4.6,25603,male,Oriental,"warm spicy, vanilla, lavender, aromatic, powdery, iris, woody, amber, violet","Perfumers, Perfumers, Natalie Gracia-Cetto, Quentin Bisch",Cardamom,"Lavender, Iris","Vanilla, Oriental notes, Woodsy Notes",18800,4600,1200,577,377,7900.0,2800.0,16200.0,18800.0,7200.0,16800.0,designer,0.7209438835407372,0.915707912655553,winter,6,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133995439195504,0.735841458854661
2026-04-14,Le Male Elixir,Jean Paul Gaultier,designer,UAE,AED,419.0,97.65,100.0,0.9765,4.7,,in_stock,https://www.amazon.ae/s?k=Jean+Paul+Gaultier+Le+Male+Elixir+125ml,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Elixir-81642.html,,4.52,23518,male,Oriental Fougere,"vanilla, sweet, honey, aromatic, amber, lavender, tobacco, green, fresh spicy, powdery","Perfumers, Perfumers, Quentin Bisch","Lavender, Mint","Vanilla, Benzoin","Honey, Tonka Bean, Tobacco",16800,4100,1300,746,579,5000.0,2300.0,14000.0,18000.0,6500.0,14900.0,designer,0.6895217853347503,0.8884165781083954,winter,7,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130356764570275,0.6758707970201628
2026-04-14,Hawas Elixir,Rasasi,arabic,UAE,AED,97.0,22.61,100.0,0.2261,4.3,,in_stock,https://www.amazon.ae/s?k=Rasasi+Hawas+Elixir+100ml,https://www.fragrantica.com/perfume/Rasasi/Hawas-Elixir-110808.html,,4.54,987,unisex,Oriental Vanilla,"vanilla, aromatic, green, sweet, fresh spicy, warm spicy, amber, chocolate, lavender, powdery","Perfumers, Perfumers","Mint, Bergamot, Artemisia","Dark Chocolate, Lavender, Benzoin","Vanilla, Tonka Bean, White Musk",660,238,57,21,11,312.0,86.0,619.0,747.0,279.0,664.0,arabic,0.6575481256332321,0.9098277608915907,winter,9,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01952672307443083,0.02781373141197112
2026-04-14,Hawas Viper,Rasasi,arabic,UAE,AED,97.0,22.61,100.0,0.2261,4.3,,in_stock,https://www.amazon.ae/s?k=Rasasi+Hawas+Viper+100ml,https://www.fragrantica.com/perfume/Rasasi/Hawas-Viper-113594.html,,3.71,139,male,Oriental,"warm spicy, aromatic, tobacco, sweet, green, cannabis, coffee, fruity, herbal, musky","Perfumers, Perfumers","Saffron, cannabis, Thyme, Green Notes, Davana","Tobacco, Coffee, Cinnamon, Violet, Raspberry","Gurjan balsam, Musk, Tonka",74,18,7,12,28,32.0,13.0,58.0,83.0,29.0,66.0,arabic,0.33093525179856115,0.6618705035971223,winter,13,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952672307443083,0.003422785975206374
2026-04-14,Sauvage,Dior,designer,USA,USD,116.18,99.44,100.0,0.9944,4.5,,in_stock,https://www.amazon.com/s?k=Dior+Sauvage,https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html,,3.86,31880,male,Aromatic Fougere,"fresh spicy, amber, citrus, aromatic, musky, woody, lavender, herbal, warm spicy","Perfumers, Perfumers, François Demachy","Calabrian bergamot, Pepper","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi","Ambroxan, Cedar, Labdanum",12400,10300,3200,4300,1700,14200.0,13200.0,13200.0,9600.0,14100.0,12800.0,designer,0.335423197492163,0.7115987460815048,spring,12,,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11526623384715072,0.9163862283199586
2026-04-14,Sauvage Elixir,Dior,designer,USA,USD,173.75,148.71,100.0,1.4871,4.6,,in_stock,https://www.amazon.com/s?k=Dior+Sauvage+Elixir,https://www.fragrantica.com/perfume/Dior/Sauvage-Elixir-68415.html,,4.31,17772,male,Aromatic,"warm spicy, fresh spicy, woody, aromatic, lavender, soft spicy, cinnamon, amber, powdery, balsamic","Perfumers, Perfumers, François Demachy","Nutmeg, Cinnamon, Cardamom, Grapefruit",Lavender,"Licorice, Sandalwood, Amber, Patchouli, Haitian Vetiver",11300,3400,1300,1000,809,5900.0,2400.0,10200.0,11600.0,5400.0,10500.0,designer,0.5890841709248132,0.8254253467347971,winter,10,,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1766626375406547,0.510599131360198
2026-04-14,Sauvage EDP,Dior,designer,USA,USD,149.9,128.3,100.0,1.283,4.3,,in_stock,https://www.amazon.com/s?k=Dior+Sauvage+Parfum,https://www.fragrantica.com/perfume/Dior/Sauvage-Eau-de-Parfum-48100.html,,4.21,13727,male,Oriental Fougere,"fresh spicy, citrus, amber, lavender, musky, aromatic, herbal, anis, soft spicy, floral","Perfumers, Perfumers, François Demachy",Bergamot,"Sichuan Pepper, Lavender, Star Anise, Nutmeg","Ambroxan, Vanilla",7100,4100,1100,994,371,7300.0,6000.0,7400.0,6800.0,6900.0,7300.0,designer,0.4924259055982437,0.8196121478229053,fall,7,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15122929880746175,0.3942531711105358
2026-04-14,Fahrenheit,Dior,designer,USA,USD,100.0,85.59,100.0,0.8559,4.6,,in_stock,https://www.amazon.com/s?k=Dior+Fahrenheit,https://www.fragrantica.com/perfume/Dior/Fahrenheit-228.html,,4.0,22012,male,Aromatic Fougere,"leather, woody, ozonic, fresh spicy, aromatic, animalic, aquatic, floral, citrus, green","Perfumers, Perfumers, Jean-Louis Sieuzac, Maurice Roger, Michel Almairac","Nutmeg Flower, Lavender, Cedar, Mandarin Orange, Chamomile, Bergamot, Hawthorn, Lemon","Violet Leaf, Nutmeg, Cedar, Sandalwood, Carnation, Honeysuckle, Jasmine, Lily-of-the-Valley","Leather, Vetiver, Musk, Amber, Patchouli, Tonka Bean",10600,6100,984,3300,976,4400.0,2200.0,7900.0,8000.0,5500.0,7900.0,designer,0.4382513661202186,0.7604735883424408,winter,21,,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800745180625303,0.6325538585440217
2026-04-14,Dior Homme Intense 2025,Dior,designer,USA,USD,175.4,150.12,100.0,1.5012,4.1,,in_stock,https://www.amazon.com/s?k=Dior+Homme+Intense,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2025-101596.html,,4.1,1803,male,Oriental Woody,"iris, woody, powdery, musky, violet, floral, earthy","Perfumers, Perfumers",Tuscan Iris,Ambrette,Virginia Cedar,1100,329,133,86,192,423.0,132.0,861.0,957.0,435.0,848.0,designer,0.4934782608695652,0.7766304347826087,winter,3,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1784196687809194,0.05128426381338626
2026-04-14,Miss Dior EDP 2021,Dior,designer,USA,USD,161.18,137.95,100.0,1.3795,4.6,,in_stock,https://www.amazon.com/s?k=Dior+Miss+Dior+Eau+de+Parfum,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Eau-de-Parfum-2021--68905.html,,3.89,6630,female,Oriental Floral,"powdery, vanilla, rose, floral, fruity, sweet, fresh, iris, musky, amber","Perfumers, Perfumers, François Demachy","Iris, Peony, Lily-of-the-Valley","Rose, Apricot, Peach","Vanilla, Musk, Tonka Bean, Sandalwood, Benzoin",2400,2200,1100,711,195,2700.0,1600.0,1600.0,1200.0,2600.0,1000.0,designer,0.3337874659400545,0.696336663639116,spring,11,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16325437077097532,0.19012281761440447
2026-04-14,J'adore,Dior,designer,USA,USD,151.99,130.08,100.0,1.3008,4.6,,in_stock,https://www.amazon.com/s?k=Dior+Jadore,https://www.fragrantica.com/perfume/Dior/J-adore-210.html,,3.8,28776,female,Floral Fruity,"white floral, floral, fruity, sweet, fresh, citrus, aquatic, powdery, ozonic, tuberose","Perfumers, Perfumers, Calice Becker","Pear, Melon, Magnolia, Peach, Mandarin Orange, Bergamot","Jasmine, Lily-of-the-Valley, Tuberose, Freesia, Rose, Orchid, Violet, Plum","Musk, Vanilla, Cedar, Blackberry",9000,11600,2000,5700,488,8100.0,4900.0,5800.0,4200.0,8700.0,5500.0,designer,0.2956787550368209,0.7155759344171182,spring,18,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15344739498311502,0.8271061638910462
2026-04-14,Gris Dior,Dior,designer,USA,USD,119.99,102.7,100.0,1.027,4.5,,in_stock,https://www.amazon.com/s?k=Dior+Gris+Dior,https://www.fragrantica.com/perfume/Dior/Gris-Dior-48387.html,,4.21,3547,unisex,Floral,"woody, earthy, mossy, rose, patchouli, citrus, warm spicy, amber, powdery, floral","Perfumers, Perfumers, François Demachy","Oakmoss, Rose, Patchouli, Bergamot, Cedar, Amber, Sandalwood",,,1800,1100,381,201,95,1400.0,960.0,1400.0,1000.0,1400.0,1000.0,designer,0.47665641599105396,0.8107352530053117,spring,7,,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11932858976435842,0.10144677423994017
2026-04-14,Silver Mountain Water,Creed,designer,USA,USD,490.0,419.38,100.0,4.1938,4.2,,in_stock,https://www.amazon.com/s?k=Creed+Silver+Mountain+Water,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,,4.16,10431,unisex,Aromatic,"citrus, green, fruity, musky, woody, aromatic, powdery, fresh spicy, fresh, floral","Perfumers, Perfumers, Olivier Creed, Pierre Bourdon","Bergamot, Mandarin Orange","Green Tea, Black Currant","Musk, Sandalwood, Petitgrain, Galbanum",5000,3400,987,918,158,4600.0,4600.0,1600.0,990.0,4600.0,1200.0,niche,0.4627735831023607,0.8028290165344547,spring,8,,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5139503295991227,0.2994506284695257
